time.drive,time.bicycle,time.walk,time.transit,weighted.gini,MEM
30,60,20,30,0.175375602,0.824624398
30,60,20,40,0.176655522,0.823344478
30,60,20,50,0.175805095,0.824194905
30,60,20,60,0.17259817,0.82740183
30,60,30,10,0.17312937,0.82687063
30,60,30,20,0.175375602,0.824624398
30,60,30,30,0.172978206,0.827021794
30,60,30,40,0.174228463,0.825771537
30,60,30,50,0.173639657,0.826360343
30,60,30,60,0.170688769,0.829311231
30,60,40,10,0.176550021,0.823449979
30,60,40,20,0.176655522,0.823344478
30,60,40,30,0.174228463,0.825771537
30,60,40,40,0.178228544,0.821771456
30,60,40,50,0.178123274,0.821876726
30,60,40,60,0.175677493,0.824322507
30,60,50,10,0.17617959,0.82382041
30,60,50,20,0.175805095,0.824194905
30,60,50,30,0.173639657,0.826360343
30,60,50,40,0.178123274,0.821876726
30,60,50,50,0.178391726,0.821608274
30,60,50,60,0.176605595,0.823394405
30,60,60,10,0.173230581,0.826769419
30,60,60,20,0.17259817,0.82740183
30,60,60,30,0.170688769,0.829311231
30,60,60,40,0.175677493,0.824322507
30,60,60,50,0.176605595,0.823394405
30,60,60,60,0.175361927,0.824638073
40,10,10,10,0.175942279,0.824057721
40,10,10,20,0.180561124,0.819438876
40,10,10,30,0.167597948,0.832402052
40,10,10,40,0.153924276,0.846075724
40,10,10,50,0.149375855,0.850624145
40,10,10,60,0.142701939,0.857298061
40,10,20,10,0.180561124,0.819438876
40,10,20,20,0.187032401,0.812967599
40,10,20,30,0.174546173,0.825453827
40,10,20,40,0.155817183,0.844182817
40,10,20,50,0.15024702,0.84975298
40,10,20,60,0.143383952,0.856616048
40,10,30,10,0.167597948,0.832402052
40,10,30,20,0.174546173,0.825453827
40,10,30,30,0.166122366,0.833877634
40,10,30,40,0.149718522,0.850281478
40,10,30,50,0.144689757,0.855310243
40,10,30,60,0.138723185,0.861276815
40,10,40,10,0.153924276,0.846075724
40,10,40,20,0.155817183,0.844182817
40,10,40,30,0.149718522,0.850281478
40,10,40,40,0.147130896,0.852869104
40,10,40,50,0.144950441,0.855049559
40,10,40,60,0.140572536,0.859427464
40,10,50,10,0.149375855,0.850624145
40,10,50,20,0.15024702,0.84975298
40,10,50,30,0.144689757,0.855310243
40,10,50,40,0.144950441,0.855049559
40,10,50,50,0.14380488,0.85619512
40,10,50,60,0.14008231,0.85991769
40,10,60,10,0.142701939,0.857298061
40,10,60,20,0.143383952,0.856616048
40,10,60,30,0.138723185,0.861276815
40,10,60,40,0.140572536,0.859427464
40,10,60,50,0.14008231,0.85991769
40,10,60,60,0.137238474,0.862761526
40,20,10,10,0.180561124,0.819438876
40,20,10,20,0.187032401,0.812967599
40,20,10,30,0.174546173,0.825453827
40,20,10,40,0.155817183,0.844182817
40,20,10,50,0.15024702,0.84975298
