,Community,Mode,Time Range,Cost,MI,Cafe,Fitness,Hospitals,Market,Parks,Pharmacy,Restaurant,Schools,Worship,Stadium,Theater
3147,Jamaica,drive,40,8.1875,3.9632169914602846,0.03034273498379422,0.00941314392110889,0.011792290186883663,0.12014688642162609,0.03430797876008551,0.09832080546169229,0.42634990690297214,0.22363974898282876,0.042100544790014474,0.000793048755258258,0.0027929108337356044
3148,Jamaica,drive,50,10.234375000000002,1.8466865453589885,0.03763674536815352,0.012641349589303472,0.01496187704887841,0.11777229363880805,0.03111716821982393,0.09887657003941212,0.4064238093484106,0.2338428671405945,0.03832185347526612,0.0008692769531106117,0.007536189178238608
3149,Jamaica,drive,60,12.28125,0.4234040331212353,0.03665628178637001,0.013498211966708678,0.016620073312563575,0.11603344485884454,0.030335792012385093,0.09762853688338441,0.40911737047154184,0.2365769558013524,0.03503137854487996,0.0011962870321206268,0.007305667329848962
3150,Jamaica,bicycle,10,0.5616438356164384,47.132274112618624,0.012440758293838861,0.005924170616113744,0.015995260663507108,0.12796208530805686,0.029620853080568717,0.06575829383886256,0.38744075829383884,0.2559241706161137,0.0947867298578199,,0.004146919431279621
3151,Jamaica,bicycle,20,0.5616438356164384,185.59729030010425,0.01338949902211524,0.006318639987964495,0.01083195426508199,0.12501880547615465,0.02467278471490898,0.09658492553031442,0.4164284639687077,0.24191364525349784,0.06168196178727245,0.00030088761847449976,0.002858432375507748
3152,Jamaica,bicycle,30,0.5616438356164384,352.9336165779024,0.016376582278481017,0.007911392405063292,0.010680379746835444,0.1127373417721519,0.03117088607594937,0.0973101265822785,0.4390822784810127,0.22689873417721523,0.054588607594936715,0.00047468354430379756,0.002768987341772152
3153,Jamaica,bicycle,40,0.5616438356164384,622.1571870719005,0.018939053944888252,0.007270442509649045,0.009828561170451488,0.11875056099093441,0.02881249439009066,0.10851808634772463,0.4351494479849206,0.22417197738084554,0.04586661879544027,0.0007180683960147205,0.0019746880890404816
3154,Jamaica,bicycle,50,0.8116438356164384,792.6371076439493,0.02189569895583259,0.0078095623752639344,0.01067306857952738,0.12521331675006508,0.03280016197610853,0.10603650247302811,0.4220056113151882,0.2238741214242328,0.04651028259046078,0.0009545020680878143,0.0022271714922049
3155,Jamaica,bicycle,60,1.3116438356164384,709.5452363022517,0.02662019387866246,0.009367171332098901,0.011109900882256836,0.12619540355081146,0.03197908724539811,0.10096939331227536,0.4173837272628254,0.22487746432850456,0.04801219910685111,0.0008713647750789675,0.002614094325236903
3156,Jamaica,walk,10,0.0,4.913043478260869,0.008849557522123894,,,0.10619469026548672,,0.07964601769911504,0.40707964601769914,0.26548672566371684,0.12389380530973453,,0.008849557522123894
3157,Jamaica,walk,20,0.0,21.17391304347826,0.002053388090349076,,0.006160164271047227,0.135523613963039,0.02053388090349076,0.08624229979466118,0.3490759753593429,0.2525667351129363,0.1437371663244353,,0.004106776180698152
